Alpha Clicks,Alpha Conversions,Compiled,Beta Impressions,Beta Clicks,Compiled,Search term,Match type,Added/Excluded,Campaign,Type,Ad group,Impr.,Clicks,CTR,Currency code,Cost,Conversions,Cost / conv.,Conv. rate
,,,,,,perks ww rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,employee recoginition software,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,5 years of service gift,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,corporate shopping incentives,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,delaware north 40 years of service gift catalog,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,safety awards program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,10,0,0,0.00%
,,,,,,nycers retirement process,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,abm discounts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,best employee awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,wholesale incentivce prgrams,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,prize wheel ideas for work,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,nestle my rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,ideas to recognize employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,gift ideas for long term employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,creating bonus structure,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,gallup recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,employee recontion business plan,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,customer service award description,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,health and benefit incentives,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,best gifts for concierge gift bags,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,best incentive ideas for designers sales,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,sales incentive trip theme beach,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Travel,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,40 years in business,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,job referral programs website,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,wellness perks for employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,employee recognition kudos,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,empolyee reward points gift card program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,bonus plan based on profit,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,tj maxx benefits employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,school employee award examples,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,referral pay co,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,top perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,star awards program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,wework referral,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,in office engagement and motivation programs,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,reading hospital w w w w employee appreciation online com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,affordable beneifts for rmpliyees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,milestones employment gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,how to recognize birthdays at work,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Birthday,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,employee appreciation activities at work,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,great referral programs,Phrase match (close variant),None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,reloadable digital incentive reward,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,rewarding your employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Rewards,1,1,100.00%,USD,14,0,0,0.00%
,,,,,,blue board 247,Phrase match (close variant),None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,recognition gifts for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Appreciation,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,snappy gifts,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,work anniversary gifts,Exact match,Added,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Anniversary,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,blueboard security,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,irig blueboard mac app,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,1,1,100.00%,USD,19,0,0,0.00%
,,,,,,blueboard construction,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,1,1,100.00%,USD,16,0,0,0.00%
,,,,,,appreciation gifts for staff,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Appreciation,1,1,100.00%,USD,9,0,0,0.00%
,,,,,,blue board sculpting,Phrase match (close variant),None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,blueboard envoy,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,recognize employees,Exact match,Added,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Recognition,1,1,100.00%,USD,10,0,0,0.00%
,,,,,,blueboard pedal board,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,1,1,100.00%,USD,20,0,0,0.00%
,,,,,,employee awards,Exact match,Added,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Employee Awards,1,1,100.00%,USD,10,0,0,0.00%
,,,,,,how much does blueboard cost,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,irig blueboard for mac,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,1,1,100.00%,USD,17,0,0,0.00%
,,,,,,menu blueboard newyork,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,thank you gift coworker,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Gifts,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,how to reward employees without money,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,looking for perkspot,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,work anniversary program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,10,0,0,0.00%
,,,,,,product team incentive ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,ignite recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,temple perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,peco retirees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,renaissance program incentives,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,employee nomination language,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,awardselect com readypac15,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,how to motivate yout employees,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,retention strategies in 2020,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,gift ideas for employees who leave,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Gifts,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,20 year anniversary for work present,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,employee motivation games,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,fun corporate awards,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Employee Awards,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how to motivate and encourage employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,employee perks programs,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Perks,1,1,100.00%,USD,13,0,0,0.00%
,,,,,,blueboard levels,Phrase match,None,Google_Search_Brand_AllGeos_Beta_eCPC,Beta,Brand Core,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,anniversary of cruise companies,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,baby gift from company,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Gifts,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,best in class reward and recognition programs,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Recognition,1,1,100.00%,USD,11,0,0,0.00%
,,,,,,small things to motivate employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,cisco employee perks,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Perks,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,mercedes benz emoloyee incentives on cars,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Incentive,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,hardware incintives for employees,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Incentive,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,how do you attract and develop talent,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,incentives for small business employees,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Incentive,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,work anniversary keepsakes,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,how to help a bank staff to be motivated in sales,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,work anniversary gift card sites,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,dealership spiffs,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Spiffs,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,steps on motivating employees,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,inspiring message for employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,define recognition in the workplace,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,recognition roi,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,what are the best employee motivators,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,what type leadershio motivates their employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,attracting and retaining key talent with retirment plans presentations,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how to keep employee motivated at startup,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,what are employee perks,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Perks,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,inspiring words to increase employee performance,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,how to motivate employees message,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,how to retain employees at a minumum wage job,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,70 simple ideas to motivate employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,annual recognition program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Recognition,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,how to motivate new employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,engaganement hr activies,Broad match,None,Google_Search_NB_Resources_Beta,Beta,hr tech stack,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,motivational lyrics for my staff,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,20th work anniversary gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,how to have a discussion ti motivate employees effectively,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,examples of employment branding,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,incentives for hourly employees,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Incentive,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,nestle corporate perks,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Perks,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,gifts for long term employees,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Gifts,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,how to improve staff engagement within the organisation,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee engagement,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how to celebrate an employee's 5 year anniversary,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,employee perk jobs,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Perks,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,non monetary ways to recognize employees,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,recognition roi,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,retirement gift for employee,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Retirement,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,how small companies can attract talent,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,employer brand comms goals,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,words to motivate employees for new year,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,inventory question how do you motivate employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,besgt employer branding tools,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,ways organizations motivate employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,new year motivational messages for staff,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,motivating your employees in the new year coming back to work after the holidays,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,advice to people sending in employee referrals,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Referral,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,a key to effective motivation of employees is to treat everyone exactly the same way,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,colorful motivational quote pens ombre employee appreciation and recognition gifts 5 pack,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,universal employee 25 year anniversary gift,Broad match,None,Google_Search_NB_Resources_Beta,Beta,anniversary planning,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,gift ideas for 1 year work anniversary,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,plaques for employee recognition,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Recognition,1,1,100.00%,USD,9,0,0,0.00%
,,,,,,plan de employ branding,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,what is the best way to reward employees,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Rewards,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how can incentives motivate employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,awards employees get,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Employee Awards,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,retention initiatives for employees leaving the company,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,southwire employee website to order gift,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Gifts,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,employer brand and communications,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,blue board san diego,Phrase match (close variant),None,Google_Search_Brand_AllGeos_Beta_eCPC,Beta,Brand Core,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,how to ask employees for referrals,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,good gifts for employees that will fit in an envalope,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,what to do for employee with 20 yr anniversary,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,response to congratulation work anversery and to the company president,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,services for celebrating employee birthdays,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,if i m full retirement age and working can my employee take out income tax on me,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,benefits of employee referral programs,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,incentives for daycare employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Incentive,1,1,100.00%,USD,9,0,0,0.00%
,,,,,,employee rewards for small business,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Rewards,1,1,100.00%,USD,25,0,0,0.00%
,,,,,,ways to acknowledge an employee's anniversary,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,wellness incentives program examples,Phrase match (close variant),None,Google_Search_NB_Products_Beta,Beta,wellbeing incentives,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,company logo gifts,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,jumbo retirement cards for a warehouse employee,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,employee birthdays cards,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,should i give it a hotel employee reward for finding jewelry,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Rewards,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,retirement for employee,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,work anniversary gift baskets,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,employee referral publicstorage com,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,staples reward program for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Rewards,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,best company gufts,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,24hcares corporateperks,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,how to celbrate work office anniversary,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,13,0,0,0.00%
,,,,,,companies that give free gifts,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,spiffs new hampshire,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Spiffs,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,what to get an employee for 2 year anniversary,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,gift for an retirement employee party,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,lowesnet store operations resources service awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,goals for team recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,tauck travel agent rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Travel,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,dallas city retirement fund website,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,the referral program chyoa,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,how companies celebrate anniversaries without sounding old,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,email template reconizing a team member,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,opers website,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,florida pension fund,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,recognition pamplets for employers,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,recognition samples budget,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,2,0,0,0.00%
